trip_weight,latitude_1,longitude_1,access_lon,access_lat,geometry
37.93875961604161,40.760162353515625,-111.85179901123047,-111.852171,40.760126,"LINESTRING (-111.85179901123048 40.760162353515625, -111.852171 40.760126)"
10.183409613415035,40.763851165771484,-111.83262634277344,-111.836427,40.764059,"LINESTRING (-111.83262634277344 40.76385116577149, -111.836427 40.764059)"
18.793898890484144,40.76308822631836,-111.84890747070312,-111.852171,40.760126,"LINESTRING (-111.84890747070312 40.76308822631836, -111.852171 40.760126)"
13.901670660110977,40.76292037963867,-111.84903717041016,-111.852171,40.760126,"LINESTRING (-111.84903717041016 40.76292037963867, -111.852171 40.760126)"
5.910182568022406,40.764827728271484,-111.84138488769531,-111.836793,40.764766,"LINESTRING (-111.84138488769533 40.76482772827149, -111.836793 40.764766)"
49.15622330267152,40.76024627685547,-111.85055541992188,-111.852171,40.760126,"LINESTRING (-111.85055541992188 40.76024627685547, -111.852171 40.760126)"
13.901670660110977,40.7620849609375,-111.83611297607422,-111.836427,40.764059,"LINESTRING (-111.83611297607422 40.7620849609375, -111.836427 40.764059)"
13.901670660110977,40.76413345336914,-111.84891510009766,-111.852171,40.760126,"LINESTRING (-111.84891510009766 40.76413345336914, -111.852171 40.760126)"
13.035828421351225,40.760196685791016,-111.8510971069336,-111.852171,40.760126,"LINESTRING (-111.8510971069336 40.760196685791016, -111.852171 40.760126)"
13.901670660110977,40.76190185546875,-111.8491439819336,-111.852171,40.760126,"LINESTRING (-111.8491439819336 40.76190185546875, -111.852171 40.760126)"
49.15622330267152,40.758514404296875,-111.85205841064453,-111.852178,40.759286,"LINESTRING (-111.85205841064452 40.75851440429688, -111.852178 40.759286)"
35.624920842488486,40.75922393798828,-111.85132598876953,-111.852178,40.759286,"LINESTRING (-111.85132598876952 40.75922393798828, -111.852178 40.759286)"
5.910182568022406,40.76275634765625,-111.84815216064453,-111.852171,40.760126,"LINESTRING (-111.84815216064452 40.76275634765625, -111.852171 40.760126)"
13.035828421351225,40.761104583740234,-111.85111999511719,-111.852171,40.760126,"LINESTRING (-111.8511199951172 40.76110458374024, -111.852171 40.760126)"
18.793898890484144,40.76882553100586,-111.83379364013672,-111.838503,40.769208,"LINESTRING (-111.83379364013672 40.76882553100586, -111.838503 40.769208)"
13.901670660110977,40.76116180419922,-111.85025024414062,-111.852171,40.760126,"LINESTRING (-111.85025024414062 40.76116180419922, -111.852171 40.760126)"
7.725766971035355,40.75740051269531,-111.83210754394531,-111.839146,40.760509,"LINESTRING (-111.83210754394533 40.75740051269531, -111.839146 40.760509)"
25.204145637630553,40.769710540771484,-111.83306121826172,-111.838503,40.769208,"LINESTRING (-111.83306121826172 40.76971054077149, -111.838503 40.769208)"
12.29120784141023,40.764068603515625,-111.83672332763672,-111.836427,40.764059,"LINESTRING (-111.83672332763672 40.764068603515625, -111.836427 40.764059)"
23.298694377382237,40.76025390625,-111.85224151611328,-111.852171,40.760126,"LINESTRING (-111.85224151611328 40.76025390625, -111.852171 40.760126)"
23.298694377382237,40.759925842285156,-111.85220336914062,-111.852171,40.760126,"LINESTRING (-111.85220336914062 40.75992584228516, -111.852171 40.760126)"
12.29120784141023,40.76026916503906,-111.8466796875,-111.852171,40.760126,"LINESTRING (-111.8466796875 40.76026916503906, -111.852171 40.760126)"
3.9638391706672644,40.76453399658203,-111.8408432006836,-111.844956,40.764428,"LINESTRING (-111.8408432006836 40.76453399658203, -111.844956 40.764428)"
14.568174540848261,40.76546859741211,-111.85112762451172,-111.852171,40.760126,"LINESTRING (-111.85112762451172 40.76546859741211, -111.852171 40.760126)"
14.568174540848261,40.76378631591797,-111.83296203613281,-111.836427,40.764059,"LINESTRING (-111.8329620361328 40.76378631591797, -111.836427 40.764059)"
38.10366571700671,40.76553726196289,-111.85179901123047,-111.852171,40.760126,"LINESTRING (-111.85179901123048 40.76553726196289, -111.852171 40.760126)"
38.10366571700671,40.76290512084961,-111.83454132080078,-111.836427,40.764059,"LINESTRING (-111.83454132080078 40.76290512084961, -111.836427 40.764059)"
38.10366571700671,40.76650619506836,-111.83075714111328,-111.836793,40.764766,"LINESTRING (-111.83075714111328 40.76650619506836, -111.836793 40.764766)"
14.568174540848261,40.76572036743164,-111.85012817382812,-111.852171,40.760126,"LINESTRING (-111.85012817382812 40.76572036743164, -111.852171 40.760126)"
5.253031185952634,40.766239166259766,-111.83406829833984,-111.835721,40.76312,"LINESTRING (-111.83406829833984 40.766239166259766, -111.835721 40.76312)"
5.253031185952634,40.7653694152832,-111.85124206542969,-111.85226,40.765816,"LINESTRING (-111.85124206542967 40.7653694152832, -111.85226 40.765816)"
38.10366571700671,40.76642990112305,-111.83334350585938,-111.836793,40.764766,"LINESTRING (-111.83334350585938 40.76642990112305, -111.836793 40.764766)"
38.10366571700671,40.765628814697266,-111.83232116699219,-111.836427,40.764059,"LINESTRING (-111.8323211669922 40.76562881469727, -111.836427 40.764059)"
14.568174540848261,40.76455307006836,-111.85163116455078,-111.852171,40.760126,"LINESTRING (-111.85163116455078 40.76455307006836, -111.852171 40.760126)"
14.568174540848261,40.7661018371582,-111.83148193359375,-111.836793,40.764766,"LINESTRING (-111.83148193359376 40.7661018371582, -111.836793 40.764766)"
14.568174540848261,40.760826110839844,-111.85144805908203,-111.852171,40.760126,"LINESTRING (-111.85144805908205 40.76082611083984, -111.852171 40.760126)"
14.568174540848261,40.761474609375,-111.85224151611328,-111.852171,40.760126,"LINESTRING (-111.85224151611328 40.761474609375, -111.852171 40.760126)"
5.253031185952634,40.76607131958008,-111.83419036865234,-111.835721,40.76312,"LINESTRING (-111.83419036865234 40.76607131958008, -111.835721 40.76312)"
4.5813043754760345,40.76512145996094,-111.84928131103516,-111.847492,40.766936,"LINESTRING (-111.84928131103516 40.76512145996094, -111.847492 40.766936)"
5.253031185952634,40.766319274902344,-111.83409118652344,-111.837144,40.768715,"LINESTRING (-111.83409118652344 40.76631927490234, -111.837144 40.768715)"
38.10366571700671,40.763370513916016,-111.8336181640625,-111.836427,40.764059,"LINESTRING (-111.8336181640625 40.763370513916016, -111.836427 40.764059)"
38.10366571700671,40.765750885009766,-111.83158111572266,-111.836427,40.764059,"LINESTRING (-111.83158111572266 40.765750885009766, -111.836427 40.764059)"
14.568174540848261,40.76560974121094,-111.85122680664062,-111.852171,40.760126,"LINESTRING (-111.85122680664062 40.76560974121094, -111.852171 40.760126)"
38.10366571700671,40.76659393310547,-111.83399200439453,-111.836793,40.764766,"LINESTRING (-111.83399200439452 40.76659393310547, -111.836793 40.764766)"
27.614816268914474,40.7651481628418,-111.830078125,-111.836427,40.764059,"LINESTRING (-111.830078125 40.7651481628418, -111.836427 40.764059)"
38.10366571700671,40.76630783081055,-111.8310775756836,-111.836793,40.764766,"LINESTRING (-111.8310775756836 40.76630783081055, -111.836793 40.764766)"
14.568174540848261,40.761470794677734,-111.85218048095703,-111.852171,40.760126,"LINESTRING (-111.85218048095705 40.76147079467773, -111.852171 40.760126)"
14.568174540848261,40.76604080200195,-111.8340072631836,-111.836793,40.764766,"LINESTRING (-111.8340072631836 40.76604080200195, -111.836793 40.764766)"
4.5813043754760345,40.76350021362305,-111.85234069824219,-111.852268,40.764248,"LINESTRING (-111.8523406982422 40.76350021362305, -111.852268 40.764248)"
38.10366571700671,40.76451110839844,-111.83306121826172,-111.836427,40.764059,"LINESTRING (-111.83306121826172 40.76451110839844, -111.836427 40.764059)"
38.10366571700671,40.765689849853516,-111.83250427246094,-111.836793,40.764766,"LINESTRING (-111.83250427246094 40.76568984985352, -111.836793 40.764766)"
12.882751926397928,40.770713806152344,-111.83667755126953,-111.838503,40.769208,"LINESTRING (-111.83667755126952 40.77071380615234, -111.838503 40.769208)"
5.476997529658517,40.77277374267578,-111.83796691894531,-111.837594,40.772535,"LINESTRING (-111.83796691894533 40.77277374267578, -111.837594 40.772535)"
4.497986066591265,40.75941467285156,-111.83350372314453,-111.839146,40.760509,"LINESTRING (-111.83350372314452 40.75941467285156, -111.839146 40.760509)"
4.497986066591265,40.7613525390625,-111.83280944824219,-111.836427,40.764059,"LINESTRING (-111.8328094482422 40.7613525390625, -111.836427 40.764059)"
6.458610493145011,40.76534652709961,-111.84381103515625,-111.845196,40.764685,"LINESTRING (-111.84381103515624 40.76534652709961, -111.845196 40.764685)"
2.4499257841668673,40.770538330078125,-111.8448257446289,-111.842451,40.772482,"LINESTRING (-111.8448257446289 40.770538330078125, -111.842451 40.772482)"
2.4499257841668673,40.76514434814453,-111.84418487548828,-111.845196,40.764685,"LINESTRING (-111.84418487548828 40.76514434814453, -111.845196 40.764685)"
6.458610493145011,40.768043518066406,-111.84724426269531,-111.847413,40.767522,"LINESTRING (-111.84724426269533 40.768043518066406, -111.847413 40.767522)"
2.4499257841668673,40.765499114990234,-111.84437561035156,-111.845196,40.764685,"LINESTRING (-111.84437561035156 40.76549911499024, -111.845196 40.764685)"
6.458610493145011,40.7673454284668,-111.84410095214844,-111.844316,40.767253,"LINESTRING (-111.84410095214844 40.7673454284668, -111.844316 40.767253)"
29.080370992211584,40.760868072509766,-111.84880065917969,-111.852171,40.760126,"LINESTRING (-111.84880065917967 40.760868072509766, -111.852171 40.760126)"
29.080370992211584,40.76395034790039,-111.83634185791016,-111.836427,40.764059,"LINESTRING (-111.83634185791016 40.76395034790039, -111.836427 40.764059)"
4.824440241416907,40.761138916015625,-111.84744262695312,-111.846792,40.760515,"LINESTRING (-111.84744262695312 40.761138916015625, -111.846792 40.760515)"
