OBJECTID,STATEFP20,COUNTYFP20,TRACTCE20,GEOID20,NAME20,NAMELSAD20,MTFCC20,FUNCSTAT20,ALAND20,AWATER20,INTPTLAT20,INTPTLON20,POP100,HU100,demand_Jan,demand_Feb,demand_Mar,demand_Apr,demand_May,demand_Jun,demand_Jul,demand_Aug,demand_Sep,demand_Oct,demand_Nov,demand_Dec,demand_yr,Iso_area,track_area,freq_Jan,station_co,supply_Jan,freq_Feb,station__1,supply_Feb,freq_Mar,station__2,supply_Mar,freq_Apr,station__3,supply_Apr,freq_May,station__4,supply_May,freq_Jun,station__5,supply_Jun,freq_Jul,station__6,supply_Jul,freq_Aug,station__7,supply_Aug,freq_Sep,station__8,supply_Sep,freq_Oct,station__9,supply_Oct,freq_Nov,station_10,supply_Nov,freq_Dec,station_11,supply_Dec,supply_yr,tdi_Jan,tdi_Feb,tdi_Mar,tdi_Apr,tdi_May,tdi_Jun,tdi_Jul,tdi_Aug,tdi_Sep,tdi_Oct,tdi_Nov,tdi_Dec,tdi_yr,dominant_type,Commercial_pct,Industrial_pct,MixedUse_pct,Other_pct,Public_pct,Residential_pct,Commercial_pct_pct,Industrial_pct_pct,MixedUse_pct_pct,Other_pct_pct,Public_pct_pct,Residential_pct_pct
197,49,049,003301,49049003301,33.01,Census Tract,G5020,S,2192964.0,0.0,+40.1032614,-111.6661769,4205,1174,44.92820133167263,139.19690512098444,255.7606329740669,202.94039702267895,52.60525717428457,98.04655203940284,70.82325959366987,63.630075255256244,283.3842602945876,54.063137345103506,48.329842546703155,65.9421551580868,1379.6506758564972,0.619713327790063,2.191384608878781,24364.0,30,-1.770816188344919,22266.0,30,-1.771128107744105,24364.0,30,-1.770802369352501,24364.0,30,-1.771577928801066,14726.0,30,-1.754108593484493,14948.0,30,-1.753098479211056,14356.0,30,-1.753670458841108,14837.0,30,-1.755195051904989,28552.0,30,-1.732789147223497,30301.0,30,-1.733894252334961,26497.0,30,-1.730972666917363,28552.0,30,-1.741971898985463,-21.040025143145524,0.396707289512428,0.416500479939443,0.358985046199484,0.275969274967091,0.15177107462687,0.217945123621114,0.269919123169241,0.30104580443767,0.362834470134556,0.343993940525826,0.309413182789687,0.337004459076916,0.340722260366135,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
198,49,049,002212,49049002212,22.12,Census Tract,G5020,S,9487020.0,0.0,+40.2795641,-111.7425527,5502,1568,642.088034490454,858.1898469075081,4394.358868934856,470.46738654027735,266.4051859060018,495.47290113470325,480.9841267792756,431.7904492004882,477.9106964133329,496.6455645462942,656.0638507626148,1712.8064137294534,11383.18332534526,2.394632718443979,9.480369292435173,46590.0,38,0.002177721008214,42650.0,38,0.000539205189735,46286.0,38,-0.000315254469937,44238.0,38,-0.007941178612182,21046.0,38,-0.036316542375167,21140.0,38,-0.036199723255433,20312.0,38,-0.038348801730599,21068.0,38,-0.037773234788711,43483.0,38,0.016270684587658,46351.0,38,0.015699934295284,40672.0,38,0.016375255726125,43468.0,38,0.006504932470145,-0.099327001954867,-0.258125455032661,-0.239652816538747,0.330526584707557,-0.270397809534833,-0.425481802333903,-0.269227482183228,-0.296808510054076,-0.28207255013983,-0.282248442607524,-0.258850215543823,-0.231881656597009,-0.008704653396565,-0.187075925063972,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
199,49,049,000510,49049000510,5.10,Census Tract,G5020,S,1980950.0,0.0,+40.3624797,-111.7673779,3748,1622,123.92068074283668,225.99757972903132,291.6302723407766,112.07547926801456,129.82187011157433,191.3299430486667,161.7033092433048,153.5167782342632,44.644727625255136,270.37878567258815,61.88294349552439,95.16496016788221,1862.0673296797181,0.816846236375609,1.979570910650344,41044.0,18,-1.681995125329879,37682.0,18,-1.68277266133249,41352.0,18,-1.681659477164665,41044.0,18,-1.682386984590854,23772.0,18,-1.681260272608504,23576.0,18,-1.682912509952878,23324.0,18,-1.681761058249233,23828.0,18,-1.682446625366455,41580.0,18,-1.653549024676968,44170.0,18,-1.654771477833242,39186.0,18,-1.651711999781005,41580.0,18,-1.663180741950116,-20.080407958836286,0.368370021519343,0.387491648899204,0.329220825979594,0.186277766911586,0.161933813171545,0.236472842189712,0.267453369131187,0.297024288668933,0.266401113641586,0.358942223276177,0.281238092537895,0.31181830738674,0.316942510513842,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200,49,049,010307,49049010307,103.07,Census Tract,G5020,S,5821105.0,0.0,+40.1056731,-111.6120424,6502,1595,76.34063077535174,51.42618478392287,75.56206318258783,0.0,3.080223676449731,12.769618905185064,7.729810120795576,6.115469520062403,30.78426648207264,4.54247870618824,6.316311111046902,52.43926975623374,327.10632701989675,0.110261925754693,5.816842304917778,23350.0,0,-2.616972407109205,21291.0,0,-2.617425436498122,23350.0,0,-2.616901213376749,23350.0,0,-2.617756633148798,13892.0,0,-2.60097430675026,14132.0,0,-2.599839776282586,13570.0,0,-2.600210374268967,14012.0,0,-2.602028213128048,27136.0,0,-2.581232183012326,28786.0,0,-2.582357263792136,25162.0,0,-2.579209413983914,27136.0,0,-2.590366137171911,-31.205273358523016,0.73802800342609,0.748576821252123,0.667811590586582,0.493773501637071,0.464759380367815,0.513464033895482,0.589869556250308,0.623092465051836,0.632794424994714,0.671846102294939,0.63756518144668,0.67251230530651,0.661407286003323,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201,49,049,010114,49049010114,101.14,Census Tract,G5020,S,16378471.0,0.0,+40.3196562,-111.9938423,7244,1754,4.113624571978409,42.05490595208795,13.347413197015461,0.0,2.787976682896776,0.0,122.20949352894759,2.179551887436341,0.0,35.38730608100658,0.0,0.971377608247432,223.05164950961654,1e-10,16.36824356246965,0.0,0,-2.812182414547005,0.0,0,-2.810687279825811,0.0,0,-2.810790017481335,0.0,0,-2.813484429909575,0.0,0,-2.781092745508172,0.0,0,-2.781067319363986,0.0,0,-2.777701460261284,0.0,0,-2.783207888455705,0.0,0,-2.803945506971525,0.0,0,-2.804387678998129,0.0,0,-2.795977816583279,0.0,0,-2.812144311598455,-33.586668869504265,0.809536565086757,0.825188454389039,0.735145168770784,0.572059328442246,0.536534274363547,0.579449490408081,0.693855686267911,0.694323810280015,0.713301964263303,0.767059453263289,0.72256735139418,0.749979937606673,0.738949652074503,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202,49,049,010130,49049010130,101.30,Census Tract,G5020,S,2505990.0,0.0,+40.3723701,-111.8580535,4250,997,148.69867655795173,30.521942986266183,40.54764599581978,0.0,73.01648467002293,28.816672200029476,6.860385037846767,15.447248998561415,20.701543221878772,3.995335509572001,31.029303087083257,0.0,399.6352382650322,1e-10,2.504309756525786,0.0,0,-2.812182414547005,0.0,0,-2.810687279825811,0.0,0,-2.810790017481335,0.0,0,-2.813484429909575,0.0,0,-2.781092745508172,0.0,0,-2.781067319363986,0.0,0,-2.777701460261284,0.0,0,-2.783207888455705,0.0,0,-2.803945506971525,0.0,0,-2.804387678998129,0.0,0,-2.795977816583279,0.0,0,-2.812144311598455,-33.586668869504265,0.822698741355046,0.824347556744347,0.739612369124655,0.572059328442246,0.572233919453883,0.593829657057121,0.660523818935496,0.698016826429374,0.71892224670298,0.760309157083842,0.730586268568852,0.74977249855666,0.741943066897321,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
203,49,049,010128,49049010128,101.28,Census Tract,G5020,S,4300939.0,20570.0,+40.4307668,-111.8962854,4394,1227,2592.3500286192993,2734.8204262093795,1412.9003899026666,269.8726163876893,297.55230498304195,614.2772585514764,838.3269615420381,660.9501507797767,1476.2672402181458,1035.0255916028195,1028.2298286564767,886.4007255617729,13846.973523014582,1.893318840616855,4.318671396931649,60078.0,58,-0.127313677690932,55047.0,58,-0.129637125225266,60569.0,58,-0.127303042943503,59998.0,58,-0.1276184903146,32415.0,58,-0.154741736164864,32024.0,58,-0.15773319922611,31876.0,58,-0.156236194161142,32450.0,58,-0.155836107462224,56018.0,58,-0.111771407551308,59507.0,58,-0.113266252488624,52926.0,58,-0.111433743455429,56003.0,58,-0.121969135619287,-1.594860112303289,-0.028788677451317,-0.050758993554407,-0.108337601468371,-0.341780064945353,-0.362360014719827,-0.161417397558342,-0.146454343080823,-0.171156087316911,0.039886637257589,-0.09162894078182,-0.084621992145001,-0.133941446507555,-0.095505271662713,Residential,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0037747380353158892
204,49,049,002211,49049002211,22.11,Census Tract,G5020,S,1250567.0,0.0,+40.2677473,-111.7168384,2117,674,536.5257201757624,472.75470581399264,381.036834811471,380.69477024498303,639.6789800637213,237.11872061138334,188.4842942132703,283.4270983112588,380.2995391339794,483.84207350403074,229.71705085720671,478.2362335557481,4691.816021296808,0.336347880202638,1.249677938056773,66346.0,6,-2.159158878996752,60503.0,6,-2.163166151211919,66182.0,6,-2.162194415150966,65114.0,6,-2.164149199269872,31850.0,6,-2.216040211884807,32052.0,6,-2.215524364607894,30796.0,6,-2.220523676888592,31926.0,6,-2.216905185311485,60887.0,6,-2.147339484925955,64893.0,6,-2.148004428622229,56946.0,6,-2.150405263598428,60872.0,6,-2.157705006444496,-26.121116266913397,0.596795892445128,0.597616323347068,0.536108008302036,0.53865891278955,0.634656337667259,0.471975649190136,0.490421149761818,0.546540123878724,0.554556470830482,0.601622788145306,0.523921214930693,0.590870176216433,0.566082258021046,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
205,49,049,010119,49049010119,101.19,Census Tract,G5020,S,4225590.0,0.0,+40.3474575,-111.9923429,2622,629,28.820234161345656,9.116522215459744,38.551667363468304,5.283556703894294,5.695803351847093,3.267255197972117,41.664027464470934,94.80410280954612,30.403204349386197,58.548681356979586,18.134475852287366,101.10764621063903,435.39717703729644,0.764693076745354,4.222949045820393,0.0,2,-2.106987275765924,0.0,2,-2.10549214104473,0.0,2,-2.105594878700254,0.0,2,-2.108289291128495,0.0,2,-2.075897606727092,0.0,2,-2.075872180582906,0.0,2,-2.072506321480203,0.0,2,-2.078012749674624,0.0,2,-2.098750368190445,0.0,2,-2.099192540217049,0.0,2,-2.090782677802198,0.0,2,-2.106949172817375,-25.124327204131298,0.529708802354944,0.540744611478858,0.457221741243377,0.293141317728976,0.25641954662213,0.299520310933487,0.388864110920381,0.438591750755566,0.440175149776075,0.490696985125989,0.445412839072193,0.490089313216612,0.460732664270197,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
206,49,049,000803,49049000803,8.03,Census Tract,G5020,S,744723.0,0.0,+40.3008223,-111.7201807,2694,855,1004.1773307206442,300.6901891398428,320.8023405514867,261.6054851593517,639.2690481421279,415.0773629782644,255.05402572624715,307.1022876484114,291.9671298226365,346.78907982745386,304.15907164034405,350.25865555682003,4796.952006913631,0.72608044439469,0.744195116033631,24594.0,24,-1.753261078572144,22326.0,24,-1.754262495670601,24534.0,24,-1.753506824224333,24114.0,24,-1.756027927654001,10656.0,24,-1.761587928908611,10692.0,24,-1.76158455904356,10278.0,24,-1.760979983065396,10674.0,24,-1.763328926997186,24507.0,24,-1.734791442934295,26116.0,24,-1.735337996938219,22927.0,24,-1.731235198254797,24507.0,24,-1.743834797590586,-21.009739159853734,0.477009696394796,0.421529977948225,0.362749255194775,0.304625023396382,0.45297970593826,0.379538811951603,0.32607545061424,0.372062467481029,0.365963580999418,0.407515545693442,0.375632173295009,0.39846368399062,0.397643171430357,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
