trip_weight,latitude_1,longitude_1,access_lon,access_lat,geometry
61.38273347889776,40.7696418762207,-111.93997955322266,-111.934373,40.771509,"LINESTRING (-111.93997955322266 40.7696418762207, -111.934373 40.771509)"
10.183409613415035,40.77262496948242,-111.94120025634766,-111.941097,40.77169,"LINESTRING (-111.94120025634766 40.77262496948242, -111.941097 40.77169)"
10.183409613415035,40.77191162109375,-111.9447250366211,-111.944952,40.771386,"LINESTRING (-111.9447250366211 40.77191162109375, -111.944952 40.771386)"
11.676536613667063,40.77212905883789,-111.94499969482422,-111.944952,40.771386,"LINESTRING (-111.94499969482422 40.77212905883789, -111.944952 40.771386)"
11.676536613667063,40.77185821533203,-111.94499969482422,-111.944952,40.771386,"LINESTRING (-111.94499969482422 40.77185821533203, -111.944952 40.771386)"
32.382412629758356,40.77165985107422,-111.9467544555664,-111.946607,40.77153,"LINESTRING (-111.9467544555664 40.77165985107422, -111.946607 40.77153)"
32.382412629758356,40.771358489990234,-111.94104766845703,-111.945736,40.771536,"LINESTRING (-111.94104766845705 40.77135848999024, -111.945736 40.771536)"
3.574455829803823,40.77226257324219,-111.93971252441406,-111.939112,40.772549,"LINESTRING (-111.93971252441406 40.77226257324219, -111.939112 40.772549)"
10.183409613415035,40.77153015136719,-111.94001770019531,-111.941097,40.77169,"LINESTRING (-111.94001770019533 40.77153015136719, -111.941097 40.77169)"
56.80010147308464,40.771400451660156,-111.9396743774414,-111.934373,40.771509,"LINESTRING (-111.9396743774414 40.77140045166016, -111.934373 40.771509)"
10.16076656917322,40.77142333984375,-111.94730377197266,-111.946527,40.771718,"LINESTRING (-111.94730377197266 40.77142333984375, -111.946527 40.771718)"
5.70077398685225,40.772216796875,-111.94392395019531,-111.945736,40.771536,"LINESTRING (-111.94392395019533 40.772216796875, -111.945736 40.771536)"
34.36266472060681,40.77217483520508,-111.94405364990234,-111.945736,40.771536,"LINESTRING (-111.94405364990234 40.77217483520508, -111.945736 40.771536)"
18.127996669018838,40.77174377441406,-111.94413757324219,-111.945736,40.771536,"LINESTRING (-111.9441375732422 40.77174377441406, -111.945736 40.771536)"
5.70077398685225,40.77183151245117,-111.9439697265625,-111.945736,40.771536,"LINESTRING (-111.9439697265625 40.77183151245117, -111.945736 40.771536)"
1.8991372619481413,40.77153015136719,-111.94684600830078,-111.946527,40.771718,"LINESTRING (-111.94684600830078 40.77153015136719, -111.946527 40.771718)"
34.36266472060681,40.771488189697266,-111.94671630859375,-111.946607,40.77153,"LINESTRING (-111.94671630859376 40.77148818969727, -111.946607 40.77153)"
34.36266472060681,40.77157211303711,-111.94654083251953,-111.946607,40.77153,"LINESTRING (-111.94654083251952 40.77157211303711, -111.946607 40.77153)"
20.014562710378872,40.77865219116211,-111.93960571289062,-111.934373,40.771509,"LINESTRING (-111.93960571289062 40.77865219116211, -111.934373 40.771509)"
6.294048953161377,40.7712287902832,-111.94062042236328,-111.941097,40.77169,"LINESTRING (-111.94062042236328 40.7712287902832, -111.941097 40.77169)"
6.294048953161377,40.77144241333008,-111.94220733642578,-111.941097,40.77169,"LINESTRING (-111.94220733642578 40.77144241333008, -111.941097 40.77169)"
2.3875031376369336,40.77110290527344,-111.9439697265625,-111.944952,40.771386,"LINESTRING (-111.9439697265625 40.77110290527344, -111.944952 40.771386)"
2.3875031376369336,40.770755767822266,-111.94426727294922,-111.944952,40.771386,"LINESTRING (-111.94426727294922 40.770755767822266, -111.944952 40.771386)"
20.014562710378872,40.771400451660156,-111.94426727294922,-111.945736,40.771536,"LINESTRING (-111.94426727294922 40.77140045166016, -111.945736 40.771536)"
37.93875961604161,40.771488189697266,-111.941650390625,-111.945736,40.771536,"LINESTRING (-111.941650390625 40.77148818969727, -111.945736 40.771536)"
4.2136679337889476,40.771873474121094,-111.94624328613281,-111.946607,40.77153,"LINESTRING (-111.9462432861328 40.77187347412109, -111.946607 40.77153)"
47.87778293113322,40.769126892089844,-111.93980407714844,-111.934373,40.771509,"LINESTRING (-111.93980407714844 40.76912689208984, -111.934373 40.771509)"
