X,Y,fid,stopabbr,stopname,city,county,stopabbr_j,uta_stopid,latitude,longitude,avgboard,avgalight,route,mode,zipcode,avgboard2,avgalight2
-111.865294,40.7297500000001,1179,126217,900 E / Garfield Ave (NB),Salt Lake City,Salt Lake,126217,126217,40.72975,-111.865294,8,3,"209, 220",Bus,84105,7.67,2.58
-111.865304,40.731478,1180,126218,900 E / Wilson Ave (NB),Salt Lake City,Salt Lake,126218,126218,40.731478,-111.865304,9,4,"209, 220",Bus,84105,9.01,3.97
-111.865271,40.733365,1181,126219,900 E / 1700 S (NB),Salt Lake City,Salt Lake,126219,126219,40.733365,-111.865271,22,16,"209, 220",Bus,84105,21.56,16.33
-111.865278,40.7358770000001,1182,126220,900 E / Bryan Ave (NB),Salt Lake City,Salt Lake,126220,126220,40.735877,-111.865278,14,6,"209, 220",Bus,84105,13.84,5.62
-111.888419,40.7445270000001,1183,126221,State St @ 1120 S,Salt Lake City,Salt Lake,126221,126221,40.744527,-111.888419,13,11,200,Bus,84111,13.23,11.18
-111.865274,40.7389140000001,1184,126222,900 E / Browning Ave (NB),Salt Lake City,Salt Lake,126222,126222,40.738914,-111.865274,12,5,"209, 220",Bus,84105,12.09,5.31
-111.865263,40.7437640000001,1185,126223,900 E / Princeton Ave (NB),Salt Lake City,Salt Lake,126223,126223,40.743764,-111.865263,5,3,209,Bus,84105,5.09,3.4
-111.865281,40.7452200000001,1197,126244,900 E / Yale Ave (NB),Salt Lake City,Salt Lake,126244,126244,40.74522,-111.865281,3,3,209,Bus,84105,3.29,3.19
-111.865253,40.7466450000001,1198,126245,900 E / Herbert Ave (NB),Salt Lake City,Salt Lake,126245,126245,40.746645,-111.865253,2,1,209,Bus,84105,1.6,1.29
-111.865248,40.7479070000001,1199,126246,900 E / Belmont Ave (NB),Salt Lake City,Salt Lake,126246,126246,40.747907,-111.865248,3,3,209,Bus,84105,3.14,2.89
-111.865223,40.7495880000001,1200,126247,900 E / 900 S (NB),Salt Lake City,Salt Lake,126247,126247,40.749588,-111.865223,34,78,209,Bus,84105,34.07,78
-111.865235,40.751739,1201,126248,900 E / 800 S (NB),Salt Lake City,Salt Lake,126248,126248,40.751739,-111.865235,18,18,209,Bus,84102,17.91,17.93
-111.865257,40.7539100000001,1202,126249,900 E / 700 S (NB),Salt Lake City,Salt Lake,126249,126249,40.75391,-111.865257,11,10,209,Bus,84102,11.32,9.63
-111.86526,40.756089,1203,126250,900 E / 600 S (NB),Salt Lake City,Salt Lake,126250,126250,40.756089,-111.86526,4,6,209,Bus,84102,4.37,5.67
-111.865256,40.758294,1204,126251,900 E / 500 S (NB),Salt Lake City,Salt Lake,126251,126251,40.758294,-111.865256,11,17,209,Bus,84102,10.81,16.95
-111.888048,40.725869,1205,126252,State St @ 2085 S,Salt Lake City,Salt Lake,126252,126252,40.725869,-111.888048,83,60,200,Bus,84115,83.42,59.66
-111.884818,40.76048,1206,126255,400 S / 200 E (EB) for Library Stn,Salt Lake City,Salt Lake,126255,126255,40.76048,-111.884818,29,55,"4, 455, 473",Bus,84111,29.07,55.08
-111.887005,40.7670450000001,1207,126259,100 S / 150 E (EB),Salt Lake City,Salt Lake,126259,126259,40.767045,-111.887005,150,37,"2, 205, 220",Bus,84111,149.59,36.79
-111.851398,40.760546,1208,126261,Stadium Station (EB),Salt Lake City,Salt Lake,126261,126261,40.760546,-111.851398,37,94,"213, 4, 455, 473",Bus,84102,36.79,93.98
-111.838228,40.760834,1209,126262,U South Campus Station (EB),Salt Lake City,Salt Lake,126262,126262,40.760834,-111.838228,20,73,"17, 213, 455, 473, 9",Bus,84112,20.48,73.21
-111.838088,40.761201,1210,126263,U South Campus Station (WB),Salt Lake City,Salt Lake,126263,126263,40.761201,-111.838088,118,35,"17, 213, 455, 473, 9",Bus,84112,118.2,34.78
-111.882108,40.749735,1211,126269,900 S / 300 E (EB),Salt Lake City,Salt Lake,126269,126269,40.749735,-111.882108,17,20,9,Bus,84111,17.14,19.63
-111.88006,40.7498780000001,1212,126270,900 S / 400 E (WB),Salt Lake City,Salt Lake,126270,126270,40.749878,-111.88006,9,13,9,Bus,84111,9.06,12.67
-111.867805,40.7497660000001,1213,126271,900 S / 800 E (EB),Salt Lake City,Salt Lake,126271,126271,40.749766,-111.867805,17,10,9,Bus,84105,17.29,9.94
-111.848056,40.7473880000001,1214,126272,1500 E @ 998 S,Salt Lake City,Salt Lake,126272,126272,40.747388,-111.848056,0,1,17,Bus,84105,0.1,1.44
-111.84806,40.7454530000001,1215,126273,1500 E @ 1080 S,Salt Lake City,Salt Lake,126273,126273,40.745453,-111.84806,0,0,17,Bus,84105,0.05,0.41
-111.848074,40.74361,1216,126274,1500 E @ 1164 S,Salt Lake City,Salt Lake,126274,126274,40.74361,-111.848074,0,2,17,Bus,84105,0.05,1.7
-111.848068,40.7419140000001,1217,126275,1500 E @ 1298 S,Salt Lake City,Salt Lake,126275,126275,40.741914,-111.848068,1,2,17,Bus,84105,0.72,2.11
-111.848026,40.740124,1218,126276,1500 E @ 1378 S,Salt Lake City,Salt Lake,126276,126276,40.740124,-111.848026,0,2,17,Bus,84105,0.1,2.06
-111.848007,40.7388250000001,1219,126277,1500 E @ 1420 S,Salt Lake City,Salt Lake,126277,126277,40.738825,-111.848007,0,1,17,Bus,84105,0.41,1.08
-111.84804,40.7372940000001,1220,126278,1500 E @ 1498 S,Salt Lake City,Salt Lake,126278,126278,40.737294,-111.84804,1,2,17,Bus,84105,1.18,2.16
-111.848047,40.73544,1221,126279,1500 E @ 1568 S,Salt Lake City,Salt Lake,126279,126279,40.73544,-111.848047,0,1,17,Bus,84105,0.1,1.29
-111.847958,40.735238,1222,126288,1500 E @ 1569 S,Salt Lake City,Salt Lake,126288,126288,40.735238,-111.847958,1,1,17,Bus,84105,0.82,0.98
-111.847933,40.737059,1223,126289,1500 E @ 1505 S,Salt Lake City,Salt Lake,126289,126289,40.737059,-111.847933,2,1,17,Bus,84105,1.65,1.34
-111.84792,40.7386660000001,1224,126290,1500 E @ 1429 S,Salt Lake City,Salt Lake,126290,126290,40.738666,-111.84792,2,0,17,Bus,84105,1.6,0.41
-111.847921,40.7398650000001,1225,126291,1500 E @ 1381 S,Salt Lake City,Salt Lake,126291,126291,40.739865,-111.847921,2,0,17,Bus,84105,2.47,0.31
-111.847922,40.741318,1226,126292,1500 E @ 1305 S,Salt Lake City,Salt Lake,126292,126292,40.741318,-111.847922,1,1,17,Bus,84105,1.24,0.88
-111.877092,40.749761,1227,126294,900 S / 500 E (EB),Salt Lake City,Salt Lake,126294,126294,40.749761,-111.877092,24,36,9,Bus,84111,24.24,36.37
-111.873492,40.7497480000001,1228,126295,900 S / 600 E (EB),Salt Lake City,Salt Lake,126295,126295,40.749748,-111.873492,18,22,9,Bus,84105,18.06,22.05
-111.870668,40.7497680000001,1229,126296,900 S / 700 E (EB),Salt Lake City,Salt Lake,126296,126296,40.749792,-111.870568,11,8,9,Bus,84105,11.22,8.35
-111.862251,40.7497070000001,1230,126297,900 S / 1000 E (EB),Salt Lake City,Salt Lake,126297,126297,40.749707,-111.862251,17,6,9,Bus,84105,16.88,5.98
-111.859993,40.749711,1231,126298,900 S / 1100 E (EB),Salt Lake City,Salt Lake,126298,126298,40.749711,-111.859993,20,16,9,Bus,84105,20.48,16.38
-111.851083,40.749666,1232,126301,900 S / 1400 E (EB),Salt Lake City,Salt Lake,126301,126301,40.749666,-111.851083,2,4,9,Bus,84105,2.06,4.07
-111.847511,40.749735,1233,126302,900 S / 1500 E (EB),Salt Lake City,Salt Lake,126302,126302,40.749735,-111.847511,7,7,9,Bus,84105,6.74,6.8
-111.848504,40.7498560000001,1234,126309,900 S / Amanda Ave (WB),Salt Lake City,Salt Lake,126309,126309,40.749856,-111.848504,7,4,9,Bus,84105,6.84,4.07
-111.850968,40.749778,1235,126310,900 S / 1400 E (WB),Salt Lake City,Salt Lake,126310,126310,40.749778,-111.850968,7,1,9,Bus,84105,7.36,1.39
-111.859223,40.7498650000001,1236,126313,900 S / 1100 E (WB),Salt Lake City,Salt Lake,126313,126313,40.749865,-111.859223,14,18,"220, 9",Bus,84102,14.25,17.67
-111.862592,40.749892,1237,126314,900 S / 1000 E (WB),Salt Lake City,Salt Lake,126314,126314,40.749892,-111.862592,10,26,9,Bus,84105,9.73,25.61
-111.865748,40.7498820000001,1238,126315,900 S / 900 E (WB),Salt Lake City,Salt Lake,126315,126315,40.749882,-111.865748,59,40,9,Bus,84105,58.61,39.67
-111.867854,40.7498860000001,1239,126316,900 S / 800 E (WB),Salt Lake City,Salt Lake,126316,126316,40.749886,-111.867854,10,12,9,Bus,84105,10.39,11.9
-111.874302,40.7498810000001,1240,126317,900 S / 600 E (WB),Salt Lake City,Salt Lake,126317,126317,40.749881,-111.874302,14,12,9,Bus,84105,14.05,11.95
-111.877384,40.7498790000001,1241,126319,900 S / 500 E (WB),Salt Lake City,Salt Lake,126319,126319,40.749879,-111.877384,33,20,9,Bus,84111,32.78,20.45
-111.886901,40.7253460000001,1242,126321,2100 S / State St (EB),South Salt Lake,Salt Lake,126321,126321,40.725346,-111.886901,65,28,21,Bus,84115,64.99,28.13
-111.885135,40.7253420000001,1243,126322,2100 S / 200 E (EB),South Salt Lake,Salt Lake,126322,126322,40.725342,-111.885135,26,6,21,Bus,84115,25.94,6.29
-111.882794,40.725353,1244,126323,2100 S / 300 E (EB),South Salt Lake,Salt Lake,126323,126323,40.725353,-111.882794,18,14,21,Bus,84115,17.96,14.17
-111.877499,40.7253450000001,1245,126325,2100 S / 500 E (EB),South Salt Lake,Salt Lake,126325,126325,40.725345,-111.877499,51,81,21,Bus,84115,50.95,81.15
-111.870484,40.725334,1246,126327,2100 S / 700 E (EB),Salt Lake City,Salt Lake,126327,126327,40.725334,-111.870484,1,3,21,Bus,84106,1.03,2.99
-111.867831,40.7253380000001,1247,126328,2100 S / 800 E (EB),Salt Lake City,Salt Lake,126328,126328,40.725338,-111.867831,16,39,21,Bus,84106,15.7,39.16
-111.864972,40.7253160000001,1248,126329,2100 S / 900 E (EB),Salt Lake City,Salt Lake,126329,126329,40.725316,-111.864972,45,42,21,Bus,84106,45.49,41.78
-111.856664,40.7253210000001,1249,126332,2100 S / 1200 E (EB),Salt Lake City,Salt Lake,126332,126332,40.725321,-111.856664,4,15,21,Bus,84106,3.76,15.35
-111.846968,40.725735,1250,126335,2100 S / 1500 E (EB),Salt Lake City,Salt Lake,126335,126335,40.725735,-111.846968,9,8,21,Bus,84106,8.8,7.52
-111.843268,40.7253630000001,1251,126337,2100 S / 1700 E (EB),Salt Lake City,Salt Lake,126337,126337,40.725363,-111.843268,36,61,21,Bus,84105,35.51,60.95
-111.842088,40.7255880000001,1252,126339,2100 S / 1700 E (WB),Salt Lake City,Salt Lake,126339,126339,40.725588,-111.842088,49,23,21,Bus,84106,48.73,23.39
-111.848687,40.725981,1253,126341,2100 S / 1500 E (WB),Salt Lake City,Salt Lake,126341,126341,40.725981,-111.848687,1,4,21,Bus,84105,1.29,3.97
-111.854339,40.7254980000001,1254,126343,2100 S / 1300 E (WB),Salt Lake City,Salt Lake,126343,126343,40.725498,-111.854339,13,26,21,Bus,84106,13.12,25.97
-111.856273,40.725487,1255,126344,2100 S / 1200 E (WB),Salt Lake City,Salt Lake,126344,126344,40.725487,-111.856273,5,10,21,Bus,84106,4.68,10.2
-111.842116,40.7228630000001,1256,126345,1700 E @ 2224 S,Salt Lake City,Salt Lake,126345,126345,40.722863,-111.842116,0,0,223,Bus,84106,0.15,0.41
-111.837933,40.7580570000001,1257,126346,Foothill Dr / VA Building 2 (EB),Salt Lake City,Salt Lake,126346,126346,40.758057,-111.837933,1,2,4,Bus,84148,0.93,1.55
-111.841888,40.7228680000001,1258,126350,1700 E @ 2255 S,Salt Lake City,Salt Lake,126350,126350,40.722868,-111.841888,1,1,223,Bus,84107,1.34,1.19
-111.842201,40.7266260000001,1259,126351,1700 E @ 2005 S,Salt Lake City,Salt Lake,126351,126351,40.726626,-111.842201,0,0,223,Bus,84108,0.26,0.05
-111.842195,40.728105,1260,126352,1700 E @ 1933 S,Salt Lake City,Salt Lake,126352,126352,40.728105,-111.842195,0,0,223,Bus,84108,0.36,0.31
-111.842192,40.7301800000001,1261,126353,1700 E @ 1855 S,Salt Lake City,Salt Lake,126353,126353,40.73018,-111.842192,1,0,223,Bus,84108,1.44,0.26
-111.842178,40.7333770000001,1262,126355,1700 E @ 1709 S,Salt Lake City,Salt Lake,126355,126355,40.733377,-111.842178,2,1,223,Bus,84108,1.6,0.62
-111.842361,40.7331310000001,1263,126357,1700 E @ 1722 S,Salt Lake City,Salt Lake,126357,126357,40.733131,-111.842361,1,1,223,Bus,84108,1.29,0.52
-111.842362,40.731453,1264,126358,1700 E @ 1794 S,Salt Lake City,Salt Lake,126358,126358,40.731453,-111.842362,0,2,223,Bus,84108,0.05,1.85
-111.84237,40.7296270000001,1265,126359,1700 E @ 1884 S,Salt Lake City,Salt Lake,126359,126359,40.729627,-111.84237,0,0,223,Bus,84108,0.1,0.26
-111.842351,40.7276570000001,1266,126360,1700 E @ 1958 S,Salt Lake City,Salt Lake,126360,126360,40.727657,-111.842351,0,0,223,Bus,84108,0,0.05
-111.854048,40.7573980000001,1267,126369,1300 E @ 544 S,Salt Lake City,Salt Lake,126369,126369,40.757398,-111.854048,14,16,"213, 220",Bus,84102,13.84,15.92
-111.853801,40.7544810000001,1268,126372,1300 E @ 673 S,Salt Lake City,Salt Lake,126372,126372,40.754481,-111.853801,29,14,"213, 220",Bus,84102,29.38,14.07
-111.862225,40.765097,1269,126377,200 S / 1000 E (WB),Salt Lake City,Salt Lake,126377,126377,40.765097,-111.862225,22,34,"2, 220",Bus,84102,21.56,34.21
-111.853999,40.75442,1270,126378,1300 E @ 698 S,Salt Lake City,Salt Lake,126378,126378,40.75442,-111.853999,17,24,"213, 220",Bus,84102,17.08,24.11
-111.847946,40.7435620000001,1280,126419,1500 E @ 1151 S,Salt Lake City,Salt Lake,126419,126419,40.743562,-111.847946,2,1,17,Bus,84105,1.7,0.57
-111.847923,40.7460400000001,1281,126420,1500 E @ 1051 S,Salt Lake City,Salt Lake,126420,126420,40.74604,-111.847923,0,0,17,Bus,84105,0.36,0.05
-111.84795,40.7476490000001,1282,126421,1500 E @ 981 S,Salt Lake City,Salt Lake,126421,126421,40.747649,-111.84795,2,0,17,Bus,84105,1.6,0
-111.847089,40.749602,1283,126422,1525 E @ 901 S,Salt Lake City,Salt Lake,126422,126422,40.749602,-111.847089,1,0,17,Bus,84105,0.62,0
-111.864907,40.7254980000001,1291,126444,2100 S / 900 E (WB),Salt Lake City,Salt Lake,126444,126444,40.725498,-111.864907,5,20,21,Bus,84106,5.15,20.2
-111.86786,40.725511,1292,126445,2100 S / 800 E (WB),Salt Lake City,Salt Lake,126445,126445,40.725511,-111.86786,16,23,21,Bus,84106,16.21,23.13
-111.871675,40.7255270000001,1293,126446,2100 S / 700 E (WB),Salt Lake City,Salt Lake,126446,126446,40.725527,-111.871675,35,23,21,Bus,84106,34.99,22.57
-111.877558,40.7255450000001,1294,126448,2100 S / 500 E (WB),Salt Lake City,Salt Lake,126448,126448,40.725545,-111.877558,76,40,21,Bus,84115,75.8,40.24
-111.882265,40.7255280000001,1295,126450,2100 S / 300 E (WB),Salt Lake City,Salt Lake,126450,126450,40.725528,-111.882265,8,14,21,Bus,84115,8.18,14.32
-111.885227,40.725515,1296,126451,2100 S / 200 E (WB),Salt Lake City,Salt Lake,126451,126451,40.725515,-111.885227,7,34,21,Bus,84115,6.9,33.9
-111.889061,40.7255470000001,1297,126452,2100 S / State St (WB),Salt Lake City,Salt Lake,126452,126452,40.725547,-111.889061,28,62,21,Bus,84115,28.1,62.24
-111.888419,40.7582100000001,1298,126458,State St @ 510 S,Salt Lake City,Salt Lake,126458,126458,40.75821,-111.888419,50,5,200,Bus,84111,49.56,5.15
-111.88843,40.7559820000001,1299,126459,State St @ 604 S,Salt Lake City,Salt Lake,126459,126459,40.755982,-111.88843,25,7,200,Bus,84111,24.96,7.21
-111.888416,40.7537300000001,1300,126460,State St @ 720 S,Salt Lake City,Salt Lake,126460,126460,40.75373,-111.888416,64,28,200,Bus,84111,63.76,28.18
-111.888458,40.751491,1301,126461,State St @ 820 S,Salt Lake City,Salt Lake,126461,126461,40.751491,-111.888458,43,17,200,Bus,84111,43.12,16.69
-111.888419,40.7494330000001,1302,126462,State St @ 910 S,Salt Lake City,Salt Lake,126462,126462,40.749433,-111.888419,58,23,200,Bus,84111,58.3,23.34
-111.888418,40.7465510000001,1303,126463,State St @ 1050 S,Salt Lake City,Salt Lake,126463,126463,40.746551,-111.888418,27,14,200,Bus,84111,27.38,13.91
-111.888417,40.742417,1304,126465,State St @ 1280 S,Salt Lake City,Salt Lake,126465,126465,40.742417,-111.888417,31,28,200,Bus,84111,31.13,28.23
-111.888381,40.736923,1305,126467,STATE ST @ 1498 S,Salt Lake City,Salt Lake,126467,126467,40.736923,-111.888381,57,63,200,Bus,84107,57.48,63.06
-111.888429,40.732675,1306,126468,State St @ 1730 S,Salt Lake City,Salt Lake,126468,126468,40.732675,-111.888429,54,47,200,Bus,84115,53.78,46.83
-111.888446,40.724317,1307,126471,State St @ 2154 S,South Salt Lake,Salt Lake,126471,126471,40.724317,-111.888446,74,87,200,Bus,84115,73.79,87.48
-111.888456,40.7199430000001,1308,126473,State St @ 2354 S,South Salt Lake,Salt Lake,126473,126473,40.719943,-111.888456,2,2,200,Bus,84115,1.8,2.22
-111.888462,40.716036,1309,126474,State St @ 2510 S,South Salt Lake,Salt Lake,126474,126474,40.716036,-111.888462,12,10,200,Bus,84115,11.68,10.15
-111.888073,40.716749,1310,126475,State St @ 2473 S,South Salt Lake,Salt Lake,126475,126475,40.716749,-111.888073,10,6,200,Bus,84115,9.62,6.39
-111.888072,40.719297,1311,126476,State St @ 2363 S,South Salt Lake,Salt Lake,126476,126476,40.719297,-111.888072,4,3,200,Bus,84115,3.81,2.89
-111.888027,40.728169,1312,126479,State St @ 1925 S,Salt Lake City,Salt Lake,126479,126479,40.728169,-111.888027,24,14,200,Bus,84115,24.29,14.01
-111.888031,40.7313490000001,1313,126480,State St @ 1791 S,Salt Lake City,Salt Lake,126480,126480,40.731349,-111.888031,16,32,200,Bus,84115,16.31,32.05
-111.888029,40.7353610000001,1314,126481,State St @ 1601 S,Salt Lake City,Salt Lake,126481,126481,40.735361,-111.888029,61,52,200,Bus,84115,60.93,51.73
-111.888041,40.7370010000001,1315,126482,State St @ 1495 S,Salt Lake City,Salt Lake,126482,126482,40.737001,-111.888041,31,33,200,Bus,84115,31.13,32.51
-111.88803,40.739652,1316,126483,State St @ 1385 S,Salt Lake City,Salt Lake,126483,126483,40.739652,-111.88803,9,6,200,Bus,84115,8.9,5.87
-111.888035,40.7419850000001,1317,126484,State St @ 1285 S,Salt Lake City,Salt Lake,126484,126484,40.741985,-111.888035,28,38,200,Bus,84115,28.46,38.23
-111.888041,40.744175,1318,126485,State St @ 1135 S,Salt Lake City,Salt Lake,126485,126485,40.744175,-111.888041,14,14,200,Bus,84111,13.59,13.5
-111.888035,40.7522870000001,1319,126488,State St @ 777 S,Salt Lake City,Salt Lake,126488,126488,40.752287,-111.888035,36,62,200,Bus,84111,36.12,62.14
-111.888031,40.7544560000001,1320,126489,State St @ 685 S,Salt Lake City,Salt Lake,126489,126489,40.754456,-111.888031,2,10,200,Bus,84111,2.06,9.89
-111.88804,40.7567240000001,1321,126490,STATE ST @ 575 S,Salt Lake City,Salt Lake,126490,126490,40.756724,-111.88804,14,49,200,Bus,84107,13.59,48.59
-111.846654,40.760138,1322,126491,U Social Work Building (EB),Salt Lake City,Salt Lake,126491,126491,40.760138,-111.846654,59,125,"213, 4, 455, 473",Bus,84112,58.66,124.58
-111.845244,40.756915,1323,126496,Guardsman Way / 600 S (NB),Salt Lake City,Salt Lake,126496,126496,40.756915,-111.845244,9,17,"17, 9",Bus,84108,8.75,16.74
-111.845493,40.7579420000001,1324,126498,Guardsman Way / 500 S (SB),Salt Lake City,Salt Lake,126498,126498,40.757942,-111.845493,3,1,"17, 9",Bus,84108,2.57,1.39
-111.845512,40.7564540000001,1325,126499,Guardsman Way / 600 S (SB),Salt Lake City,Salt Lake,126499,126499,40.756454,-111.845512,18,11,"17, 9",Bus,84108,17.75,10.82
-111.845486,40.751564,1327,126501,Guardsman Way / Sunnyside Ave (SB),Salt Lake City,Salt Lake,126501,126501,40.751564,-111.845486,7,5,"17, 9",Bus,84108,6.95,4.69
-111.845385,40.7499240000001,1328,126502,Greenwood Ter / 900 S (SB),Salt Lake City,Salt Lake,126502,126502,40.749924,-111.845385,9,7,"17, 9",Bus,84105,8.75,6.85
-111.865242,40.7421330000001,1329,126504,900 E / 1300 S (NB),Salt Lake City,Salt Lake,126504,126504,40.742133,-111.865242,19,17,209,Bus,84105,18.83,17.47
-111.882843,40.749871,1330,126505,900 S / 300 E (WB),Salt Lake City,Salt Lake,126505,126505,40.749871,-111.882843,16,16,9,Bus,84111,16.11,15.97
-111.888422,40.7658720000001,1331,126507,State St / 150 S (SB),Salt Lake City,Salt Lake,126507,126507,40.765872,-111.888422,79,39,"200, 451, 455, 470, 472, 473",Bus,84111,79.04,39.47
-111.888444,40.7620430000001,1332,126509,State St / 300 S (SB),Salt Lake City,Salt Lake,126509,126509,40.762043,-111.888444,23,20,"200, 451, 470, 472",Bus,84111,23.11,20.09
-111.888044,40.7614310000001,1333,126511,State St / 400 S (NB),Salt Lake City,Salt Lake,126511,126511,40.761431,-111.888044,192,143,"200, 4, 451, 455, 470, 472, 473",Bus,84111,191.79,143.33
-111.888072,40.7635560000001,1334,126512,State St / 300 S (NB),Salt Lake City,Salt Lake,126512,126512,40.763556,-111.888072,34,55,"200, 451, 455, 470, 472, 473",Bus,84111,34.27,54.67
-111.888062,40.7658700000001,1335,126513,State St / 150 S (NB),Salt Lake City,Salt Lake,126513,126513,40.76587,-111.888062,66,95,"200, 451, 455, 470, 472, 473",Bus,84111,65.56,94.59
-111.888086,40.7678030000001,1336,126514,State St / 50 S (NB),Salt Lake City,Salt Lake,126514,126514,40.767803,-111.888086,157,108,"200, 451, 455, 470, 472, 473",Bus,84111,157.16,108.04
-111.890798,40.7692630000001,1337,126521,South Temple / Main St (EB),Salt Lake City,Salt Lake,126521,126521,40.769263,-111.890798,247,183,"1, 2, 205, 209, 220",Bus,84111,247.01,183.16
-111.852172,40.767189,1340,126551,100 S / University St (WB),Salt Lake City,Salt Lake,126551,126551,40.767189,-111.852172,42,10,"1, F11",Bus,84102,41.53,10.25
-111.852241,40.7612740000001,1341,126553,Stadium Station (NB),Salt Lake City,Salt Lake,126553,126553,40.761274,-111.852241,15,33,220,Bus,84102,14.97,33.49
-111.852268,40.7642480000001,1342,126555,U Presidents' Circle (NB Stop D),Salt Lake City,Salt Lake,126555,126555,40.764248,-111.852268,41,83,220,Bus,84102,41.22,82.54
-111.852412,40.764553,1343,126556,U Presidents' Circle (SB Stop C),Salt Lake City,Salt Lake,126556,126556,40.764553,-111.852412,77,47,220,Bus,84102,77.45,46.73
-111.852451,40.7609580000001,1344,126558,Stadium Station (SB),Salt Lake City,Salt Lake,126558,126558,40.760958,-111.852451,34,21,220,Bus,84102,33.65,21.33
-111.854078,40.7589130000001,1345,126559,1300 E @ 480 S,Salt Lake City,Salt Lake,126559,126559,40.758913,-111.854078,12,11,"4, 455",Bus,84102,12.5,11.13
-111.854009,40.7521780000001,1346,126562,1300 E @ 794 S,Salt Lake City,Salt Lake,126562,126562,40.752178,-111.854009,4,8,"213, 220",Bus,84102,4.22,7.88
-111.854,40.7500400000001,1347,126563,1300 E @ 896 S,Salt Lake City,Salt Lake,126563,126563,40.75004,-111.854,28,21,"213, 220",Bus,84102,28.25,20.92
-111.853964,40.7458750000001,1348,126565,1300 E @ 1078 S,Salt Lake City,Salt Lake,126565,126565,40.745875,-111.853964,2,4,213,Bus,84105,2.37,4.43
-111.853964,40.740481,1349,126568,1300 E @ 1356 S,Salt Lake City,Salt Lake,126568,126568,40.740481,-111.853964,5,10,213,Bus,84105,4.53,9.89
-111.853897,40.739154,1350,126569,1300 E @ 1418 S,Salt Lake City,Salt Lake,126569,126569,40.739154,-111.853897,2,6,213,Bus,84105,1.65,5.51
-111.853904,40.736138,1351,126571,1300 E @ 1540 S,Salt Lake City,Salt Lake,126571,126571,40.736138,-111.853904,3,11,213,Bus,84105,3.19,10.97
-111.853908,40.733014,1352,126572,1300 E @ 1724 S,Salt Lake City,Salt Lake,126572,126572,40.733014,-111.853908,7,15,213,Bus,84105,7.1,15.2
-111.853924,40.7316890000001,1353,126573,1300 E @ 1784 S,Salt Lake City,Salt Lake,126573,126573,40.731689,-111.853924,6,6,213,Bus,84105,5.61,6.49
-111.85399,40.729403,1354,126575,1300 E @ 1876 S,Salt Lake City,Salt Lake,126575,126575,40.729403,-111.85399,1,7,213,Bus,84105,1.08,6.85
-111.853969,40.7257690000001,1355,126577,1300 E @ 2078 S,Salt Lake City,Salt Lake,126577,126577,40.725769,-111.853969,19,19,213,Bus,84105,18.63,19.01
-111.853889,40.723594,1356,126578,1300 E @ 2188 S,Salt Lake City,Salt Lake,126578,126578,40.723594,-111.853889,18,17,213,Bus,84106,18.27,17.36
-111.853822,40.7180310000001,1357,126580,1300 E @ 2466 S,Salt Lake City,Salt Lake,126580,126580,40.718031,-111.853822,2,8,213,Bus,84106,2.32,8.14
-111.853456,40.718084,1358,126581,1300 E @ 2455 S,Salt Lake City,Salt Lake,126581,126581,40.718084,-111.853456,8,4,213,Bus,84106,7.72,3.66
-111.853854,40.7294630000001,1359,126586,1300 E @ 1875 S,Salt Lake City,Salt Lake,126586,126586,40.729463,-111.853854,8,2,213,Bus,84105,8.28,1.55
-111.830545,40.7512170000001,1360,126612,Foothill Dr / Sunnyside Ave (NB),Salt Lake City,Salt Lake,126612,126612,40.751217,-111.830545,87,33,"21, 4",Bus,84108,86.86,33.44
-111.853574,40.7237730000001,1361,126618,1300 E @ 2185 S,Salt Lake City,Salt Lake,126618,126618,40.723773,-111.853574,18,30,213,Bus,84106,17.55,29.88
-111.865342,40.718644,1362,126706,900 E / Parkway Ave (NB),Salt Lake City,Salt Lake,126706,126706,40.718644,-111.865342,10,9,"209, 220",Bus,84106,9.62,9.33
-111.86522,40.725059,1363,126707,900 E / 2100 S (NB),Salt Lake City,Salt Lake,126707,126707,40.725059,-111.86522,72,78,"209, 220",Bus,84106,72.09,77.64
-111.865458,40.764187,1364,126709,900 E / 200 S (SB),Salt Lake City,Salt Lake,126709,126709,40.764187,-111.865458,24,5,209,Bus,84102,24.44,4.89
-111.865452,40.7623770000001,1365,126710,900 E / 300 S (SB),Salt Lake City,Salt Lake,126710,126710,40.762377,-111.865452,14,5,209,Bus,84102,14.25,5.26
-111.876695,40.7502210000001,1366,126712,500 E / 900 S (NB),Salt Lake City,Salt Lake,126712,126712,40.750221,-111.876695,12,16,205,Bus,84102,12.45,15.61
-111.876638,40.7610300000001,1367,126713,500 E / 400 S (NB),Salt Lake City,Salt Lake,126713,126713,40.76103,-111.876638,47,23,205,Bus,84102,46.88,23.44
-111.876665,40.763383,1368,126714,500 E / 300 S (NB),Salt Lake City,Salt Lake,126714,126714,40.763383,-111.876665,21,23,205,Bus,84102,21.1,22.77
-111.848065,40.733776,1369,126722,1500 E @ 1640 S,Salt Lake City,Salt Lake,126722,126722,40.733776,-111.848065,1,2,17,Bus,84105,1.39,1.85
-111.871698,40.7498830000001,1370,126723,900 S / 700 E (WB),Salt Lake City,Salt Lake,126723,126723,40.749883,-111.871698,14,16,9,Bus,84102,13.95,15.61
