X,Y,fid,stopabbr,stopname,city,county,stopabbr_j,uta_stopid,latitude,longitude,avgboard,avgalight,route,mode,zipcode,avgboard2,avgalight2
-111.973612,41.087382,1,101001,Hill Field Rd @ 1891 N,Layton,Davis,101001,101001,41.087382,-111.973612,0,0,"627, 640",Bus,84041,0.31,0.05
-111.973621,41.0837930000001,2,101003,Hill Field Rd @ 1655 N,Layton,Davis,101003,101003,41.083793,-111.973621,0,1,"627, 640",Bus,84041,0.1,0.62
-111.969459,41.063411,3,101006,Main St @ 229 N,Layton,Davis,101006,101006,41.063411,-111.969459,2,6,"470, 628",Bus,84041,1.6,5.67
-111.974571,41.078921,4,101007,Layton Hills Mall,Layton,Davis,101007,101007,41.078921,-111.974571,153,144,"472, 627, 628, 640, 677",Bus,84041,153.3,143.85
-111.950257,41.044271,5,101009,Main St @ 573 N,Kaysville,Davis,101009,101009,41.044271,-111.950257,4,11,470,Bus,84037,4.01,10.56
-111.973347,41.0830710000001,6,101011,Hill Field Rd @ 1596 N,Layton,Davis,101011,101011,41.083071,-111.973347,2,1,"627, 640",Bus,84041,1.7,0.93
-111.973341,41.0849440000001,7,101012,Hill Field Rd @ 1748 N,Layton,Davis,101012,101012,41.084944,-111.973341,3,1,"627, 640",Bus,84041,3.45,1.34
-111.961671,41.0747230000001,8,101016,Gordon Ave @ 289 E,Layton,Davis,101016,101016,41.074723,-111.961671,0,0,627,Bus,84041,0.36,0.15
-111.964363,41.0747460000001,9,101017,Gordon Ave @ 75 E,Layton,Davis,101017,101017,41.074746,-111.964363,1,0,627,Bus,84041,0.51,0.21
-111.966594,41.0747620000001,10,101018,Gordon Ave @ 40 W,Layton,Davis,101018,101018,41.074762,-111.966594,0,0,627,Bus,84041,0.05,0.31
-111.972262,41.074802,11,101019,Gordon Ave @ 365 W,Layton,Davis,101019,101019,41.074802,-111.972262,0,1,627,Bus,84041,0.46,0.98
-111.973342,41.0802650000001,12,101021,Hill Field Rd @ 1420 N,Layton,Davis,101021,101021,41.080265,-111.973342,5,3,"627, 640",Bus,84041,4.84,3.4
-111.970055,41.0746350000001,13,101023,Gordon Ave @ 222 W,Layton,Davis,101023,101023,41.074635,-111.970055,1,1,627,Bus,84041,0.98,0.67
-111.966888,41.0745690000001,14,101024,Gordon Ave @ 54 W,Layton,Davis,101024,101024,41.074569,-111.966888,1,0,627,Bus,84041,1.44,0.15
-111.965261,41.074557,15,101025,Gordon Ave @ 58 E,Layton,Davis,101025,101025,41.074557,-111.965261,0,1,627,Bus,84041,0.26,0.82
-111.960751,41.074526,16,101026,Gordon Ave @ 336 E,Layton,Davis,101026,101026,41.074526,-111.960751,0,0,627,Bus,84041,0.26,0.46
-111.954485,41.0744720000001,17,101027,Gordon Ave @ 570 E,Layton,Davis,101027,101027,41.074472,-111.954485,0,1,627,Bus,84041,0.36,0.88
-111.950307,41.073115,18,101029,Fairfield Rd @ 915 N,Layton,Davis,101029,101029,41.073115,-111.950307,2,5,627,Bus,84041,2.32,5.41
-111.950322,41.070587,19,101030,Fairfield Rd @ 735 N,Layton,Davis,101030,101030,41.070587,-111.950322,0,1,627,Bus,84041,0.21,1.19
-111.949934,41.0667950000001,20,101031,Fairfield Rd @ 447 N,Layton,Davis,101031,101031,41.066795,-111.949934,1,4,627,Bus,84041,0.67,4.43
-111.948851,41.065568,21,101032,Fairfield Rd @ 325 N,Layton,Davis,101032,101032,41.065568,-111.948851,0,0,627,Bus,84041,0,0.46
-111.946749,41.0635510000001,22,101033,Fairfield Rd @ 240 N,Layton,Davis,101033,101033,41.063551,-111.946749,5,1,627,Bus,84041,4.79,0.88
-111.944891,41.060599,23,101034,Fairfield Rd @ 70 S,Layton,Davis,101034,101034,41.060599,-111.944891,1,5,627,Bus,84041,1.34,5
-111.943736,41.0584230000001,24,101035,Fairfield Rd @ 150 S,Layton,Davis,101035,101035,41.058423,-111.943736,1,3,627,Bus,84041,0.93,3.4
-111.942801,41.0409280000001,25,101036,Main St @ 450 N,Kaysville,Davis,101036,101036,41.040928,-111.942801,10,5,470,Bus,84037,9.52,5.31
-111.944772,41.0608080000001,26,101037,Fairfield Rd @ 55 S,Layton,Davis,101037,101037,41.060808,-111.944772,3,0,627,Bus,84041,2.62,0.41
-111.946824,41.063365,27,101038,Fairfield Rd @ 221 N,Layton,Davis,101038,101038,41.063365,-111.946824,1,6,627,Bus,84041,0.98,5.98
-111.948673,41.0656480000001,28,101039,Fairfield Rd @ 340 N,Layton,Davis,101039,101039,41.065648,-111.948673,0,0,627,Bus,84041,0.36,0.05
-111.950123,41.070861,29,101041,Fairfield Rd @ 748 N,Layton,Davis,101041,101041,41.070861,-111.950123,2,0,627,Bus,84041,2.37,0.05
-111.950119,41.073159,30,101042,Fairfield Rd @ 920 N,Layton,Davis,101042,101042,41.073159,-111.950119,5,5,627,Bus,84041,4.94,4.53
-111.957182,41.074686,31,101043,Gordon Ave @ 409 E,Layton,Davis,101043,101043,41.074686,-111.957182,0,0,627,Bus,84041,0.36,0.1
-111.957751,41.0744920000001,32,101044,Gordon Ave @ 402 E,Layton,Davis,101044,101044,41.074492,-111.957751,0,0,627,Bus,84041,0.1,0.31
-112.000243,41.0880940000001,33,101050,Main St @ 1969 N,Layton,Davis,101050,101050,41.088094,-112.000243,8,6,470,Bus,84041,8.03,6.08
-111.997711,41.085605,34,101051,Main St @ 1711 N,Layton,Davis,101051,101051,41.085605,-111.997711,1,2,470,Bus,84041,0.98,2.06
-111.994784,41.083487,35,101052,Main St @ 1591 N,Layton,Davis,101052,101052,41.083487,-111.994784,7,12,470,Bus,84041,7.36,12.31
-111.990767,41.0810050000001,36,101054,Main St @ 1465 N,Layton,Davis,101054,101054,41.081005,-111.990767,3,4,470,Bus,84041,3.34,3.81
-111.983523,41.076604,37,101057,Main St @ 1125 N    (Layton),Layton,Davis,101057,101057,41.076604,-111.983523,3,6,470,Bus,84041,2.93,5.87
-111.974065,41.067997,38,101060,Main St @ 515 N,Layton,Davis,101060,101060,41.067997,-111.974065,8,8,"470, 628",Bus,84041,7.82,8.24
-111.970451,41.064554,39,101061,Main St @ 301 N,Layton,Davis,101061,101061,41.064554,-111.970451,4,10,"470, 628",Bus,84041,3.76,9.79
-111.968586,41.062575,40,101062,Main St @ 145 N,Layton,Davis,101062,101062,41.062575,-111.968586,2,5,"470, 628",Bus,84041,1.9,4.95
-111.964126,41.0601060000001,41,101063,Gentile St @ 70 E,Layton,Davis,101063,101063,41.060106,-111.964126,2,4,470,Bus,84041,1.75,4.38
-111.957755,41.0591210000001,42,101065,Fort Ln @ 70 S    (Layton),Layton,Davis,101065,101065,41.059121,-111.957755,7,4,470,Bus,84041,6.69,4.43
-111.957788,41.057308,43,101066,Fort Ln @ 180 S,Layton,Davis,101066,101066,41.057308,-111.957788,5,5,470,Bus,84041,5.3,5.41
-111.957311,41.049586,44,101069,Main St @ 736 S,Layton,Davis,101069,101069,41.049586,-111.957311,2,2,470,Bus,84041,1.54,1.6
-111.954837,41.047447,45,101071,Main St @ 836 S,Layton,Davis,101071,101071,41.047447,-111.954837,0,2,470,Bus,84041,0.46,2.06
-111.943683,41.040897,46,101076,Main St @ 375 N,Kaysville,Davis,101076,101076,41.040897,-111.943683,5,9,470,Bus,84037,4.79,8.76
-111.951045,41.0450470000001,47,101080,Main St @ 598 N   (Kaysville),Kaysville,Davis,101080,101080,41.045047,-111.951045,13,6,470,Bus,84037,12.61,5.62
-111.956124,41.0488470000001,48,101082,Main St @ 780 N (Layton),Layton,Davis,101082,101082,41.048847,-111.956124,1,2,470,Bus,84041,0.98,2.06
-111.957544,41.057423,49,101086,Fort Ln @ 203 S,Layton,Davis,101086,101086,41.057423,-111.957544,6,5,"470, 628",Bus,84041,5.51,4.69
-111.959494,41.06019,50,101088,Gentile St @ 357 E    (Layton),Layton,Davis,101088,101088,41.06019,-111.959494,10,7,"470, 628",Bus,84041,10.09,7.32
-111.961531,41.060191,51,101089,Gentile St @ 223 E,Layton,Davis,101089,101089,41.060191,-111.961531,7,3,"470, 628",Bus,84041,7.05,2.73
-111.964381,41.060233,52,101091,Gentile St @ 51 E,Layton,Davis,101091,101091,41.060233,-111.964381,51,42,"470, 628",Bus,84041,51.1,42.45
-111.968367,41.0626960000001,53,101092,Main St @ 172 N,Layton,Davis,101092,101092,41.062696,-111.968367,8,2,"470, 628",Bus,84041,7.98,2.32
-111.973335,41.067709,54,101095,Main St @ 570 N,Layton,Davis,101095,101095,41.067709,-111.973335,11,9,"470, 628",Bus,84041,11.37,8.96
-111.976701,41.070887,55,101097,Main St @ 688 N    (Layton),Layton,Davis,101097,101097,41.070887,-111.976701,60,38,"470, 628",Bus,84041,60.21,38.28
-111.980931,41.0748810000001,56,101098,Main St @ 1040 N,Layton,Davis,101098,101098,41.074881,-111.980931,20,6,470,Bus,84041,20.48,5.56
-111.983418,41.076805,57,101099,Main St @ 1130 N   (Layton),Layton,Davis,101099,101099,41.076805,-111.983418,7,2,470,Bus,84041,6.54,1.96
-111.988855,41.0801080000001,58,101100,Main St @ 1380 N,Layton,Davis,101100,101100,41.080108,-111.988855,17,11,470,Bus,84041,17.44,10.92
-111.992116,41.0820840000001,59,101101,Main St @ 1538 N,Layton,Davis,101101,101101,41.082084,-111.992116,3,1,470,Bus,84041,2.78,1.24
-111.994694,41.083653,60,101102,Main St @ 1580 N,Layton,Davis,101102,101102,41.083653,-111.994694,12,7,470,Bus,84041,12.3,7.42
-112.000156,41.088404,61,101104,Main St @ 1986 N    (Layton),Layton,Davis,101104,101104,41.088404,-112.000156,9,12,470,Bus,84041,9.21,12.06
-111.969277,41.0748310000001,62,101110,Gordon Ave @ 180 W,Layton,Davis,101110,101110,41.074831,-111.969277,0,0,627,Bus,84041,0.15,0.26
-111.973632,41.0801520000001,63,101112,Hill Field Rd @ 1415 N,Layton,Davis,101112,101112,41.080152,-111.973632,2,12,"627, 640",Bus,84041,2.37,12
-111.986435,41.0783870000001,64,101119,Main St @ 1255 N    (Layton),Layton,Davis,101119,101119,41.078387,-111.986435,9,17,470,Bus,84041,8.54,16.59
-111.957826,41.0537430000001,65,101121,Fort Ln @ 410 S,Layton,Davis,101121,101121,41.053743,-111.957826,2,5,470,Bus,84041,2.42,5.36
-111.941142,41.040102,66,101122,Main St @ 315 N,Kaysville,Davis,101122,101122,41.040102,-111.941142,4,3,470,Bus,84037,3.6,3.35
-111.942546,41.0561230000001,67,101123,Fairfield Rd @ 330 S,Layton,Davis,101123,101123,41.056123,-111.942546,0,0,627,Bus,84041,0.05,0.31
-111.94118,41.0538950000001,68,101124,Fairfield Rd @ 454 S,Layton,Davis,101124,101124,41.053895,-111.94118,1,0,627,Bus,84037,0.87,0.41
-111.941355,41.0544310000001,69,101125,Fairfield Rd @ 389 S,Layton,Davis,101125,101125,41.054431,-111.941355,0,0,627,Bus,84041,0.21,0.1
-111.942646,41.0567830000001,70,101126,Fairfield Rd @ 301 S,Layton,Davis,101126,101126,41.056783,-111.942646,0,0,627,Bus,84041,0.05,0.05
-111.943819,41.0590030000001,71,101127,Fairfield Rd @ 125 S,Layton,Davis,101127,101127,41.059003,-111.943819,6,1,627,Bus,84041,6.28,1.24
-111.967398,40.680689,72,101131,3200 W @ 4165 S,West Valley City,Salt Lake,101131,101131,40.680689,-111.967398,,,F232,Flex Bus,84119,,
-111.90159,40.7694930000001,73,101135,South Temple / 350 W (WB),Salt Lake City,Salt Lake,101135,101135,40.769493,-111.90159,12,67,"2, 209, 220",Bus,84101,12.45,66.52
-111.938803,40.7133380000001,74,101136,Redwood Rd @ 2641 S,West Valley City,Salt Lake,101136,101136,40.713338,-111.938803,7,12,217,Bus,84119,6.74,11.8
-111.940321,40.7332270000001,75,101140,1700 S / Redwood Rd (WB),Salt Lake City,Salt Lake,101140,101140,40.733227,-111.940321,16,15,509,Bus,84104,16.36,14.53
-111.938807,40.702841,76,101141,Redwood Rd @ 3171 S,West Valley City,Salt Lake,101141,101141,40.702841,-111.938807,28,32,217,Bus,84119,28.3,31.58
-112.075339,40.69656,77,101144,3500 S / Montclair St (WB),Magna,Salt Lake,101144,101144,40.69656,-112.075339,7,19,35,Bus,84044,7.41,19.37
-111.870316,40.733439,78,101148,1700 S @ 722 E,Salt Lake City,Salt Lake,101148,101148,40.733439,-111.870316,4,0,17,Bus,84105,3.55,0.46
-111.864818,40.7334450000001,79,101149,1700 S @ 920 E,Salt Lake City,Salt Lake,101149,101149,40.733445,-111.864818,7,8,17,Bus,84105,7.26,7.73
-111.859111,40.7334650000001,80,101150,1700 S @ 1118 E,Salt Lake City,Salt Lake,101150,101150,40.733465,-111.859111,6,6,17,Bus,84105,5.97,5.62
-111.854653,40.733462,81,101151,1700 S @ 1264 E,Salt Lake City,Salt Lake,101151,101151,40.733462,-111.854653,4,7,17,Bus,84105,3.6,7.47
-111.84828,40.733464,82,101152,1700 S @ 1488 E,Salt Lake City,Salt Lake,101152,101152,40.733464,-111.84828,3,2,17,Bus,84105,2.83,2.06
-111.853501,40.73355,83,101153,1700 S @ 1315 E,Salt Lake City,Salt Lake,101153,101153,40.73355,-111.853501,6,4,17,Bus,84105,5.66,3.61
-111.860261,40.733568,84,101154,1700 S @ 1079 E,Salt Lake City,Salt Lake,101154,101154,40.733568,-111.860261,4,4,17,Bus,84105,3.65,4.12
-111.865735,40.7335810000001,85,101155,1700 S @ 881 E,Salt Lake City,Salt Lake,101155,101155,40.733581,-111.865735,6,7,17,Bus,84105,5.76,6.65
-111.871968,40.7335610000001,86,101156,1700 S @ 691 E,Salt Lake City,Salt Lake,101156,101156,40.733561,-111.871968,0,1,17,Bus,84105,0.46,0.77
-111.902693,40.7622260000001,87,101158,400 W / 300 S (SB),Salt Lake City,Salt Lake,101158,101158,40.762226,-111.902693,13,4,509,Bus,84101,13.23,4.38
-111.887831,40.73357,88,101160,1700 S @ 113 E,Salt Lake City,Salt Lake,101160,101160,40.73357,-111.887831,5,8,17,Bus,84115,4.79,7.57
-111.852072,40.687167,89,101162,3900 S @ 1377 E,Millcreek,Salt Lake,101162,101162,40.687167,-111.852072,4,3,39,Bus,84124,4.37,3.4
-111.808526,40.632418,90,101163,Cottonwood Pkwy @ 2985 E,Cottonwood Heights,Salt Lake,101163,101163,40.632418,-111.808526,0,16,"223, 72",Bus,84121,0.41,16.07
-111.977249,40.7034350000001,91,101164,3600 W / 3100 S (SB),West Valley City,Salt Lake,101164,101164,40.703435,-111.977249,15,9,509,Bus,84119,14.56,8.91
-111.977188,40.697459,92,101165,3600 W / 3500 S (SB),West Valley City,Salt Lake,101165,101165,40.697459,-111.977188,5,27,509,Bus,84119,5.15,27.1
-111.939026,40.671614,93,101168,Redwood Rd @ 4585 S,Taylorsville,Salt Lake,101168,101168,40.671614,-111.939026,33,14,"217, 47",Bus,84129,32.99,14.17
-112.005721,40.6376920000001,94,101169,Cougar Ln @ 6242 S,West Jordan,Salt Lake,101169,101169,40.637692,-112.005721,4,9,"248, 62",Bus,84081,3.91,8.55
-112.005543,40.668195,95,101181,4800 W @ 4667 S,West Valley City,Salt Lake,101181,101181,40.668195,-112.005543,4,4,248,Bus,84120,3.96,3.61
-112.024992,40.6957830000001,96,101187,5600 W @ 3606 S,West Valley City,Salt Lake,101187,101187,40.695783,-112.024992,,,F556,Flex Bus,84120,,
-112.024861,40.6670800000001,97,101188,5600 W @ 4724 S,West Valley City,Salt Lake,101188,101188,40.66708,-112.024861,,,F556,Flex Bus,84118,,
-112.024791,40.658461,98,101189,5600 W @ 5106 S,West Valley City,Salt Lake,101189,101189,40.658461,-112.024791,,,F556,Flex Bus,84118,,
-112.032068,40.6384820000001,99,101191,6200 S / Wakefield Way (EB),West Valley City,Salt Lake,101191,101191,40.638482,-112.032068,1,8,"54, 62",Bus,84118,0.87,7.63
-112.017564,40.623945,100,101192,7000 S @ 5305 W,West Jordan,Salt Lake,101192,101192,40.623945,-112.017564,1,0,62,Bus,84081,1.34,0.1
-112.013719,40.623947,101,101193,7000 S @ 5153 W,West Jordan,Salt Lake,101193,101193,40.623947,-112.013719,3,1,62,Bus,84081,2.78,0.52
-112.006234,40.6239810000001,102,101194,7000 S @ 4825 W,West Jordan,Salt Lake,101194,101194,40.623981,-112.006234,3,1,"248, 62",Bus,84081,3.29,1.03
-112.006551,40.6241150000001,103,101195,7000 S @ 4846 W,West Jordan,Salt Lake,101195,101195,40.624115,-112.006551,1,5,"248, 62",Bus,84081,1.03,4.74
-112.013368,40.6240910000001,104,101196,7000 S @ 5138 W,West Jordan,Salt Lake,101196,101196,40.624091,-112.013368,0,1,62,Bus,84081,0.36,0.77
-112.017329,40.6240730000001,105,101197,7000 S @ 5292 W,West Jordan,Salt Lake,101197,101197,40.624073,-112.017329,0,0,62,Bus,84081,0.26,0.36
-112.017313,40.6300840000001,106,101198,Clernates Dr @ 6671 S,West Jordan,Salt Lake,101198,101198,40.630084,-112.017313,1,2,62,Bus,84081,1.18,1.96
-112.024531,40.658081,107,101201,5600 W @ 5107 S,Kearns,Salt Lake,101201,101201,40.658081,-112.024531,,,F556,Flex Bus,84118,,
-112.0245,40.665762,108,101202,5600 W @ 4751 S,Kearns,Salt Lake,101202,101202,40.665762,-112.0245,,,F556,Flex Bus,84118,,
-112.024681,40.6911930000001,109,101204,5600 W @ 3737 S,West Valley City,Salt Lake,101204,101204,40.691193,-112.024681,,,F556,Flex Bus,84120,,
-112.024701,40.697503,110,101205,5600 W @ 3401 S,West Valley City,Salt Lake,101205,101205,40.697503,-112.024701,,,F556,Flex Bus,84120,,
-111.888678,40.7499,111,101206,900 S / State St (WB),Salt Lake City,Salt Lake,101206,101206,40.7499,-111.888678,29,24,9,Bus,84111,28.92,24.37
-111.887425,40.749761,112,101207,900 S / State St (EB),Salt Lake City,Salt Lake,101207,101207,40.749761,-111.887425,24,33,9,Bus,84111,24.19,33.03
-112.027011,40.638454,113,101208,6200 S / 5700 W (EB),West Valley City,Salt Lake,101208,101208,40.638454,-112.027011,100,98,"54, 62",Bus,84118,100.35,98.05
-111.92808,40.7825300000001,114,101214,600 N / 1300 W (WB),Salt Lake City,Salt Lake,101214,101214,40.78253,-111.92808,2,5,205,Bus,84116,1.6,5.15
-111.93079,40.7823100000001,115,101215,600 N / 1400 W (EB),Salt Lake City,Salt Lake,101215,101215,40.78231,-111.93079,14,6,205,Bus,84116,14.31,5.51
-111.92803,40.7823100000001,116,101217,600 N / 1300 W (EB),Salt Lake City,Salt Lake,101217,101217,40.78231,-111.92803,4,2,205,Bus,84116,4.12,2.22
-111.835072,40.7127980000001,117,101225,2700 S @ 1959 E,Salt Lake City,Salt Lake,101225,101225,40.712798,-111.835072,5,3,223,Bus,84106,5.35,2.83
-111.838195,40.71279,118,101226,2700 S @ 1851 E,Salt Lake City,Salt Lake,101226,101226,40.71279,-111.838195,3,0,223,Bus,84106,3.04,0.05
-111.842073,40.7172360000001,119,101227,1700 E @ 2501 S,Salt Lake City,Salt Lake,101227,101227,40.717236,-111.842073,3,1,223,Bus,84106,2.88,0.52
-111.842215,40.7170830000001,120,101228,1700 E @ 2498 S,Salt Lake City,Salt Lake,101228,101228,40.717083,-111.842215,1,3,223,Bus,84106,0.87,2.58
-112.007438,40.6570350000001,121,101229,Pieper Blvd @ 5187 S,Kearns,Salt Lake,101229,101229,40.657035,-112.007438,3,1,248,Bus,84118,2.68,0.52
-112.009476,40.6609970000001,122,101230,4980 W @ 4983 S,Kearns,Salt Lake,101230,101230,40.660997,-112.009476,0,2,248,Bus,84118,0.36,1.6
-112.007585,40.6654310000001,123,101231,4980 W @ 4869 S,Kearns,Salt Lake,101231,101231,40.665431,-112.007585,2,1,248,Bus,84118,1.8,0.98
-112.018076,40.6349040000001,124,101233,Clernates Dr @ 6399 S,West Jordan,Salt Lake,101233,101233,40.634904,-112.018076,0,2,62,Bus,84081,0.1,1.6
-112.017336,40.633654,125,101234,Clernates Dr @ 6473 S,West Jordan,Salt Lake,101234,101234,40.633654,-112.017336,0,1,62,Bus,84081,0.26,0.77
-112.017947,40.6264880000001,126,101235,Clernates Dr @ 6857 S,West Jordan,Salt Lake,101235,101235,40.626488,-112.017947,1,1,62,Bus,84081,0.98,1.49
-112.006445,40.6266840000001,127,101236,Cougar Ln @ 6865 S,West Jordan,Salt Lake,101236,101236,40.626684,-112.006445,10,1,"248, 62",Bus,84081,10.45,0.98
-112.006156,40.626071,128,101237,Cougar Ln @ 6872 S,West Jordan,Salt Lake,101237,101237,40.626071,-112.006156,1,8,"248, 62",Bus,84081,1.44,7.57
-112.007403,40.632168,129,101238,Cougar Ln @ 6558 S,West Jordan,Salt Lake,101238,101238,40.632168,-112.007403,1,2,"248, 62",Bus,84081,1.24,1.6
-111.997841,40.6385010000001,130,101239,6200 S @ 4485 W,West Jordan,Salt Lake,101239,101239,40.638501,-111.997841,4,0,62,Bus,84118,3.5,0
-111.997751,40.638649,131,101240,6200 S @ 4476 W,Kearns,Salt Lake,101240,101240,40.638649,-111.997751,1,2,62,Bus,84118,0.57,2.47
-112.001183,40.638497,132,101241,6200 S @ 4653 W,West Jordan,Salt Lake,101241,101241,40.638497,-112.001183,5,1,62,Bus,84118,5.15,0.77
-111.992063,40.638497,133,101242,6200 S @ 4215 W,West Jordan,Salt Lake,101242,101242,40.638497,-111.992063,5,1,62,Bus,84118,4.94,0.62
-111.991449,40.638656,134,101243,6200 S @ 4226 W,Kearns,Salt Lake,101243,101243,40.638656,-111.991449,0,1,62,Bus,84118,0.36,1.44
-111.982483,40.638493,135,101244,6200 S @ 3809 W,West Jordan,Salt Lake,101244,101244,40.638493,-111.982483,13,16,"240, 62",Bus,84129,13.43,16.02
-111.98206,40.638656,136,101245,6200 S @ 3816 W,Taylorsville,Salt Lake,101245,101245,40.638656,-111.98206,12,5,"240, 62",Bus,84129,12.09,4.53
-111.979565,40.6384400000001,137,101246,6200 S @ 3709 W,West Jordan,Salt Lake,101246,101246,40.63844,-111.979565,22,10,"240, 62",Bus,84084,21.51,9.94
-111.980174,40.6386610000001,138,101247,6200 S @ 3690 W,Taylorsville,Salt Lake,101247,101247,40.638661,-111.979785,6,16,"240, 62",Bus,84129,5.97,16.38
-111.966377,40.638496,139,101248,6200 S @ 3185 W,Taylorsville,Salt Lake,101248,101248,40.638496,-111.966377,1,1,62,Bus,84129,0.98,1.49
-111.966332,40.638653,140,101249,6200 S @ 3150 W,Taylorsville,Salt Lake,101249,101249,40.638653,-111.966332,1,2,62,Bus,84129,0.77,1.6
-111.956933,40.638499,141,101250,6200 S @ 2685 W,Taylorsville,Salt Lake,101250,101250,40.638499,-111.956933,2,1,62,Bus,84129,2.32,1.29
-111.956773,40.6386450000001,142,101251,6200 S @ 2652 W,Taylorsville,Salt Lake,101251,101251,40.638645,-111.956773,2,1,62,Bus,84129,1.65,1.39
-111.931737,40.637908,143,101253,6235 S @ 1354 W,Taylorsville,Salt Lake,101253,101253,40.637908,-111.931737,0,0,62,Bus,84123,0.26,0.1
-111.930582,40.6380090000001,144,101254,6235 S @ 1370 W,Taylorsville,Salt Lake,101254,101254,40.638009,-111.930582,1,1,62,Bus,84123,0.51,0.77
-112.005764,40.668128,145,101257,4800 W @ 4688 S,West Valley City,Salt Lake,101257,101257,40.668128,-112.005764,3,3,248,Bus,84118,3.34,2.63
-111.839478,40.733572,146,101258,1700 S @ 1788 E,Salt Lake City,Salt Lake,101258,101258,40.733572,-111.839478,1,0,223,Bus,84108,0.57,0.26
-111.839371,40.7336720000001,147,101259,1700 S @ 1799 E,Salt Lake City,Salt Lake,101259,101259,40.733672,-111.839371,0,0,223,Bus,84108,0.05,0.15
-112.024515,40.6535870000001,148,101266,5600 W @ 5389 S,Kearns,Salt Lake,101266,101266,40.653587,-112.024515,,,F556,Flex Bus,84118,,
-111.868773,40.5881870000001,149,101267,9000 S @ 843 E,Sandy,Salt Lake,101267,101267,40.588187,-111.868773,0,0,"994, F94",Bus,84094,0,0.26
-111.942148,40.6094130000001,150,101268,7800 S @ 1855 W,West Jordan,Salt Lake,101268,101268,40.609413,-111.942148,,,F578,Flex Bus,84088,,
-111.909726,40.799115,151,101270,Beck Street @ 1445 N,Salt Lake City,Salt Lake,101270,101270,40.799115,-111.909726,4,0,"455, 470",Bus,84116,4.12,0.31
-111.917114,40.805038,152,101271,Beck Street @ 1765 N    (Salt Lake),Salt Lake City,Salt Lake,101271,101271,40.805038,-111.917114,10,3,"455, 470",Bus,84116,10.03,2.68
-111.909286,40.799175,153,101272,Beck Street @ 1444 N,Salt Lake City,Salt Lake,101272,101272,40.799175,-111.909286,2,6,"455, 470",Bus,84116,1.75,5.82
-111.916941,40.8054010000001,154,101273,Beck Street @ 1778 N,Salt Lake City,Salt Lake,101273,101273,40.805401,-111.916941,1,10,"455, 470",Bus,84116,1.08,10.15
-111.888122,40.6600920000001,155,101277,State St @ 5131 S,Murray,Salt Lake,101277,101277,40.660092,-111.888122,30,16,"200, 201",Bus,84107,30.41,15.66
-111.842817,40.7586930000001,156,101279,500 S / VA Hospital (WB),Salt Lake City,Salt Lake,101279,101279,40.758693,-111.842817,18,29,4,Bus,84112,18.22,28.7
-111.865464,40.766741,157,101285,900 E / 100 S (SB),Salt Lake City,Salt Lake,101285,101285,40.766741,-111.865464,13,2,209,Bus,84102,12.66,2.42
-111.865239,40.76773,158,101286,900 E / 100 S (NB),Salt Lake City,Salt Lake,101286,101286,40.76773,-111.865239,6,27,209,Bus,84102,5.76,26.64
-111.904997,40.594618,159,101290,Sandy Pkwy / 8600 S (NB),Sandy,Salt Lake,101290,101290,40.594618,-111.904997,,,F202,Flex Bus,84070,,
-111.967462,40.599453,160,101291,3200 W @ 8400 S,West Jordan,Salt Lake,101291,101291,40.599453,-111.967462,,,F232,Flex Bus,84088,,
-111.967431,40.5967680000001,161,101292,3200 W @ 8550 S,West Jordan,Salt Lake,101292,101292,40.596768,-111.967431,,,F232,Flex Bus,84088,,
-111.952041,40.7403790000001,162,101293,California Ave @ 2125 W,Salt Lake City,Salt Lake,101293,101293,40.740379,-111.952041,0,0,513,Bus,84104,0.05,0.31
-111.845259,40.750637,163,101294,Greenwood Ter / Sunnyside Ave (NB),Salt Lake City,Salt Lake,101294,101294,40.750637,-111.845259,9,16,"17, 9",Bus,84105,9.06,15.71
-111.865432,40.7543360000001,164,101295,900 E / 700 S (SB),Salt Lake City,Salt Lake,101295,101295,40.754336,-111.865432,11,9,209,Bus,84102,10.6,8.6
-111.938522,40.5722010000001,165,101296,Redwood Rd @ 9843 S,South Jordan,Salt Lake,101296,101296,40.572201,-111.938522,7,0,218,Bus,84095,6.79,0.36
-111.834025,40.7095140000001,166,101298,2000 E @ 2831 S,Millcreek,Salt Lake,101298,101298,40.709514,-111.834025,1,1,223,Bus,84109,1.39,1.13
-111.842216,40.731274,167,101299,1700 E @ 1797 S,Salt Lake City,Salt Lake,101299,101299,40.731274,-111.842216,2,0,223,Bus,84108,1.75,0.1
-111.853434,40.74972,168,101302,900 S / 1300 E (EB),Salt Lake City,Salt Lake,101302,101302,40.74972,-111.853434,17,87,9,Bus,84105,16.98,87.33
-111.854371,40.7498810000001,169,101303,900 S / 1300 E (WB),Salt Lake City,Salt Lake,101303,101303,40.749881,-111.854371,68,11,9,Bus,84102,67.57,10.97
-112.057546,40.6965960000001,170,101311,3500 S / Royal Scott Dr (WB),West Valley City,Salt Lake,101311,101311,40.696596,-112.057546,2,11,35,Bus,84128,2.21,10.92
-111.895845,40.5689800000001,171,101312,Centennial Pkwy @ 10048 S,Sandy,Salt Lake,101312,101312,40.56898,-111.895845,0,3,201,Bus,84070,0.15,3.09
-111.904107,40.5590020000001,172,101313,South Jordan Pkwy @ 428 W,South Jordan,Salt Lake,101313,101313,40.559002,-111.904107,2,0,218,Bus,84095,1.6,0.21
